CustomerID,Customer Name,TerritoryID
11090,Trevor Bryant,4
11091,Dalton Perez,6
11092,Cheryl Diaz,9
11093,Aimee He,9
11094,Cedric Ma,9
11095,Chad Kumar,9
11096,Andrés Anand,9
11097,Edwin Nara,9
11098,Mallory Rubio,9
11099,Adam Ross,9
11100,Latasha Navarro,9
11101,Abby Sai,9
11102,Julia Nelson,9
11103,Cassie Chande,9
11104,Edgar Sara,9
11105,Candace Fernandez,9
11106,Jessie Liu,9
11107,Bianca Lin,9
11108,Kari Alvarez,9
11109,Ruben Kapoor,9
11110,Curtis Yang,9
11111,Meredith Gutierrez,9
11112,Crystal Wang,9
11113,Micheal Blanco,9
11114,Leslie Moreno,9
11115,Alvin Cai,9
11116,Clinton Carlson,9
11117,April Deng,9
11118,Alvin Zeng,9
11119,Evan James,9
11120,Beth Jiménez,9
11121,Orlando Suarez,9
11122,Byron Vazquez,9
11123,Philip Alvarez,9
11124,Ross Jordan,9
11125,Dana Navarro,9
11126,Shaun Carson,9
11127,Jan Edwards,4
11128,Samantha Long,1
11129,Julia Wright,1
11130,Caroline Russell,1
11131,Amanda Rivera,6
11132,Melissa Richardson,6
11133,Angela Griffin,1
11134,Larry Townsend,9
11135,Marcus Harris,4
11136,Brianna Morgan,6
11137,Jasmine Taylor,1
11138,Lauren Davis,4
11139,Tanya Moreno,9
11140,Javier Alvarez,4
11141,Nicole Ramirez,4
11142,Eduardo Patterson,6
11143,Jonathan Henderson,4
11144,Edward Hernandez,1
11145,Jasmine Coleman,1
11146,Karla Goel,9
11147,Ernest Wu,9
11148,Ross Vazquez,9
11149,Theodore Gill,9
11150,Russell Shen,9
11151,Melinda Gill,9
11152,James Williams,1
11153,Angela James,1
11154,Megan Walker,1
11155,Hunter Robinson,4
11156,Maria Roberts,4
11157,Hannah Long,1
11158,Jason Wright,4
11159,Brianna Hughes,4
11160,Maurice Tang,4
11161,Emily Wood,4
11162,Chase Cox,4
11163,Gabriel Wang,4
11164,Devin Brooks,4
11165,Jocelyn Alexander,4
11166,Ashley Martinez,1
11167,Jasmine Barnes,1
11168,David Rodriguez,4
11169,Bryce Richardson,4
11170,Carol Howard,1
11171,Jonathan Hill,4
11172,Gabrielle Adams,1
11173,Sarah Thomas,1
11174,Nicholas Robinson,4
11175,Luis Wang,4
11176,Mason Roberts,6
11177,Jose Flores,4
11178,Nathan Johnson,4
11179,Molly Rodriguez,4
11180,April Anand,4
11181,Devin Martin,4
11182,Stephanie Torres,1
11183,Jasmine Lee,4
11184,Meghan Hernandez,4
11185,Ashley Henderson,6
11186,Sarah Price,4
11187,Jennifer Cooper,1
11188,Catherine Morris,4
11189,Lawrence Blanco,1
11190,Carson Bryant,4
11191,Kristi Perez,4
11192,James Brown,1
11193,Ian Gray,1
11194,Jacqueline Price,4
11195,Megan Henderson,1
11196,Alfredo Romero,1
11197,Andrea Morris,1
11198,Brooke Sanders,4
11199,Jacqueline Bennett,4
11200,Jason Griffin,6
11201,Amanda Foster,4
11202,Alexia Price,4
11203,Luis Diaz,6
11204,Destiny Rivera,1
11205,Abby Fernandez,1
11206,Blake Flores,1
11207,Danielle Cox,1
11208,Maria Reed,4
11209,Allison Evans,4
11210,Edward Wood,4
11211,Samantha Russell,6
11212,Chloe Campbell,6
11213,Stephanie Murphy,1
11214,Charles Miller,1
11215,Ana Perry,6
11216,Jasmine Torres,1
11217,Natalie Adams,1
11218,Olivia Brown,1
11219,Charles Cook,1
11220,Erica Huang,4
11221,Nathan Perry,4
11222,Alexandra Rivera,4
11223,Hailey Patterson,6
11224,Tiffany Li,1
11225,Madison Lee,1
11226,Sydney Ross,1
11227,Marshall Chavez,4
11228,Ashley Jones,4
11229,Adrian Stewart,4
11230,Amber Turner,4
11231,Dennis Zhang,1
11232,Hailey Bryant,1
11233,Todd Li,4
11234,Anna Griffin,4
11235,Angel Stewart,1
11236,Jeremy Butler,1
11237,Clarence Anand,8
11238,Mayra Prasad,10
11239,Latoya Goel,10
11240,Anne Hernandez,10
11241,Lisa Cai,7
11242,Larry Munoz,7
11243,Robin Alvarez,10
11244,Alexis Coleman,10
11245,Ricky Vazquez,8
11246,Latasha Rubio,8
11247,Claudia Zhou,10
11248,Tristan Alexander,7
11249,Cindy Patel,8
11250,Shannon Liu,10
11251,Xavier Long,6
11252,Nicholas Thompson,4
11253,José Hernandez,6
11254,Johnathan Vance,1
11255,Colin Lin,1
11256,Katelyn Hernandez,1
11257,Jacqueline Powell,4
11258,Xavier Hill,4
11259,Victoria Stewart,1
11260,Katelyn Kelly,4
11261,Stephanie Collins,4
11262,Jennifer Simmons,6
11263,Trinity Richardson,1
11264,Eduardo Martin,1
11265,Elizabeth Jones,1
11266,Taylor Howard,1
11267,David Diaz,4
11268,Katelyn Carter,4
11269,Ryan Foster,4
11270,Robert Lee,4
11271,Danielle Reed,4
11272,Lauren Martinez,4
11273,Nathan Lal,4
11274,Kyle Foster,1
11275,Jenny Rai,4
11276,Nancy Chapman,6
11277,Charles Jackson,6
11278,Jonathan Phillips,1
11279,Amanda Cook,1
11280,Robert Collins,1
11281,Megan Barnes,4
11282,Christian Thomas,1
11283,Arturo Lal,4
11284,Theresa Serrano,4
11285,Jeremy Anderson,4
11286,Hunter Griffin,4
11287,Henry Garcia,6
11288,Cindy Sanchez,4
11289,Maria Carter,4
11290,Katelyn Sanchez,4
11291,Jenna Wright,4
11292,Seth Phillips,4
11293,Luke Long,1
11294,Dalton Clark,1
11295,Taylor Lewis,4
11296,Haley Richardson,1
11297,Noah Coleman,4
11298,Jon Luo,4
11299,Orlando Vazquez,4
11300,Fernando Barnes,6
11301,Cameron Rodriguez,1
11302,Spencer Russell,1
11303,Julia Coleman,1
11304,Julia Garcia,1
11305,Sean Evans,4
11306,Micah Zhou,4
11307,Hunter Rodriguez,4
11308,Ian Gonzales,1
11309,Victoria Lewis,1
11310,Erin Sanders,4
11311,Gabrielle Lopez,1
11312,Sara Richardson,1
11313,Trevor Jenkins,1
11314,Mya Flores,1
11315,Hailey Ward,1
11316,Luke Allen,6
11317,Victoria Russell,1
11318,Jessica Wilson,1
11319,Jade Bailey,4
11320,Morgan Hill,4
11321,Terrance Raman,1
11322,Sydney Garcia,1
11323,Jose Patterson,4
11324,Zachary Anderson,4
11325,Elijah Ross,1
11326,Rafael Xie,4
11327,Jaime Moreno,4
11328,Julian Griffin,6
11329,Andy Alvarez,4
11330,Ryan Thompson,6
11331,Samantha Jenkins,6
11332,Deanna Ramos,8
11333,Emily Miller,10
11334,Nicole Brown,10
11335,Carla Raman,8
11336,Shaun Raji,7
11337,Jerome Romero,10
11338,Frank Navarro,8
11339,Dennis She,7
11340,Melody Munoz,7
11341,Randy Zeng,10
11342,Marshall Wang,7
11343,Arthur Carlson,10
11344,Jessie Jimenez,10
11345,Robin Ramos,7
11346,Deanna Gutierrez,7
11347,Roy Navarro,8
11348,Shawn Rai,8
11349,Mindy Luo,8
11350,Cara Zhou,10
11351,Anne Ramos,10
11352,Raymond Rodriguez,7
11353,Carrie Ortega,10
11354,Deanna Suarez,8
11355,Roberto Gutierrez,10
11356,Terrence Carson,9
11357,Ramon Ye,9
11358,Cynthia Malhotra,9
11359,Jarrod Prasad,9
11360,Tyrone Serrano,9
11361,Cindy Ramos,9
11362,Damien Shan,9
11363,Julian Ross,9
11364,Jennifer Collins,9
11365,Brittney Sun,9
11366,Virginia Patel,9
11367,Calvin Nara,9
11368,Edward Miller,9
11369,Ashlee Tang,9
11370,Alicia Xu,9
11371,Lacey Jai,9
11372,Wendy Romero,9
11373,Carly Luo,8
11374,Jimmy Ortega,8
11375,Francisco Martinez,10
11376,Lance Vazquez,10
11377,David Robinett,8
11378,Shannon Liang,7
11379,Gary Vazquez,7
11380,Mitchell Kumar,8
11381,Meredith Raman,10
11382,Edward Patterson,7
11383,Marie Gill,7
11384,Tiffany Wang,7
11385,Miguel Allen,10
11386,Jaclyn Cai,8
11387,Megan Ramirez,10
11388,Joseph Martin,10
11389,Karl Shan,8
11390,Christine Raji,7
11391,Lindsay Xie,8
11392,Willie Zhao,8
11393,Kurt Pal,7
11394,George McDonald,10
11395,Beth Gutierrez,8
11396,Ian Lopez,8
11397,Latoya Shan,7
11398,Colin Nath,10
11399,Brenda Mehta,7
11400,Franklin Raji,10
11401,Linda Navarro,7
11402,Kelli Cai,7
11403,Nancy Schmidt,7
11404,Megan Taylor,8
11405,Bonnie Goel,8
11406,Latoya Xu,7
11407,Mario She,8
11408,Darren Gill,10
11409,Jacqueline Hayes,7
11410,Maurice Goel,7
11411,Devin Ross,8
11412,Sydney Bryant,8
11413,Megan Stewart,10
11414,Ian Richardson,10
11415,Randy She,8
11416,Katrina Becker,7
11417,Lacey Zheng,7
11418,Rafael Hu,8
11419,Kyle Scott,10
11420,Jordan Turner,7
11421,Amy Sun,8
11422,Dustin Deng,10
11423,Jasmine Stewart,8
11424,Pamela Garcia,8
11425,Ariana Gray,7
11426,Kristopher Mehta,8
11427,Desiree Dominguez,8
11428,Deanna Perez,8
11429,Marco Lopez,7
11430,Casey Yuan,8
11431,Bryant Garcia,8
11432,Dominique Prasad,7
11433,Maurice Shan,7
11434,Andre Lopez,10
11435,Robin Romero,8
11436,Taylor Cox,10
11437,Alfredo Moreno,7
11438,Jenny Nara,8
11439,Janet Munoz,7
11440,Sergio Weber,7
11441,Erika Gomez,7
11442,Joseph Harris,7
11443,Grace Griffin,9
11444,Tina Mehta,9
11445,Kari Kim,9
11446,Bethany Chander,9
11447,Jennifer Roberts,9
11448,Kyle Patterson,9
11449,Alvin Hu,9
11450,Brett Mehta,9
11451,Ruben Muñoz,9
11452,Erika Rubio,9
11453,Stanley Malhotra,9
11454,Melinda Navarro,9
11455,Ross Sanz,9
11456,Jon Gao,9
11457,Jaime Gutierrez,9
11458,Bianca Liu,9
11459,Tasha Deng,9
11460,Melvin Chande,9
11461,Victor Jimenez,9
11462,Laura Lin,9
11463,Alisha Beck,9
11464,Alejandro Huang,9
11465,Louis Luo,9
11466,Grant Tang,9
11467,Arturo Zheng,9
11468,Jaclyn Andersen,10
11469,Edwin Raji,10
11470,Jay Suarez,8
11471,Latasha Suarez,7
11472,Kenneth Kumar,9
11473,Grace Henderson,7
11474,Melvin Xu,10
11475,Cesar Subram,10
11476,Erika Navarro,10
11477,Tristan Hughes,8
11478,Billy Hernandez,7
11479,Darryl Wu,7
11480,Colleen Ma,7
11481,Erica Hu,8
11482,Adrienne Torres,10
11483,Calvin Chande,7
11484,Erick Sai,8
11485,Donald Chandra,10
11486,Ariana Rogers,8
11487,Morgan Jones,7
11488,Jermaine Lopez,10
11489,Deborah Goel,10
11490,Danny Rubio,7
11491,Andre Perez,10
11492,Terrence Chander,8
11493,Dawn Wu,10
11494,Jimmy Gutierrez,10
11495,Francis Jimenez,8
11496,Gary Ortega,10
11497,Katrina Nath,10
11498,Arturo Sun,6
11499,Pedro Vance,4
11500,Sarah Simmons,6
11501,Brandy Chandra,6
11502,Jared Peterson,6
11503,Dennis Wu,4
11504,Jordan Baker,4
11505,Jasmine Powell,6
11506,Nicholas Brown,6
11507,Isabella Russell,6
11508,Elizabeth Wilson,1
11509,Roger Harui,4
11510,Seth Roberts,6
11511,Caleb Perry,1
11512,Natalie Campbell,6
11513,Alyssa Howard,6
11514,Dalton Diaz,1
11515,Shannon Huang,4
11516,Mya Gonzales,4
11517,Katherine Bryant,4
11518,Edward Washington,1
11519,Jerome Navarro,6
11520,Jada Morgan,6
11521,Ariana Peterson,1
11522,Christian Hughes,1
11523,Lucas Taylor,6
11524,Alyssa Jackson,4
11525,Ariana Cook,1
11526,Katherine Diaz,6
11527,Jenna Green,4
11528,Joan Washington,4
11529,Austin Bryant,1
11530,Andrew Martinez,6
11531,Nina Yuan,4
11532,Lauren Miller,1
11533,Ebony Gill,5
11534,Cameron Lewis,4
11535,Devin Nelson,1
11536,Logan Chow,4
11537,Dakota Ross,4
11538,Nicole Taylor,4
11539,Justin Washington,4
11540,Alberto Navarro,4
11541,Aidan Ross,1
11542,Alejandro Tang,10
11543,Sheena Chande,7
11544,Joel Garcia,8
11545,Reginald Dominguez,7
11546,Christine Chande,7
11547,Cindy Sai,7
11548,Raymond Sanchez,10
11549,Crystal Liang,10
11550,Deb Torres,10
11551,Shannon Alvarez,7
11552,Eddie Rubio,8
11553,Sharon Luo,10
11554,Sydney Simmons,7
11555,Alexandria Henderson,10
11556,Lucas Evans,10
11557,Felicia Ramos,10
11558,Ivan Malhotra,10
11559,Frederick Subram,8
11560,Whitney Srini,10
11561,Briana Dominguez,8
11562,Jarrod Gonzalez,8
11563,Cesar Srini,10
11564,Jorge Liang,8
11565,Erik Diaz,10
11566,April Shan,7
11567,Carla Perez,8
11568,Alexia Foster,10
11569,Troy Malhotra,10
11570,Kristin Andersen,8
11571,Joel Sai,7
11572,Billy Moreno,7
11573,Meagan Subram,10
11574,Karla Luo,10
11575,Jackson Campbell,10
11576,Micah Zhu,7
11577,Janet Serrano,7
11578,Trisha Huang,7
11579,Clayton Beck,10
11580,Melvin Raje,10
11581,Cindy Jordan,7
11582,Claudia Ma,7
11583,Karla Xu,7
11584,Devin Carter,8
11585,Kari Perez,10
11586,Alberto Romero,10
11587,Kevin Bryant,7
11588,Candace Mehta,7
11589,Ebony Malhotra,10
11590,Erika Diaz,7
11591,Stacey Lu,7
11592,Darrell Raji,7
11593,Armando Moreno,7
11594,Corey Goel,7
11595,Sebastian Howard,8
11596,Roger Raje,10
11597,Janelle Chandra,7
11598,Meredith Ruiz,8
11599,Melody Diaz,7
11600,Linda Rubio,7
11601,Ivan Raman,7
11602,Larry Gill,8
11603,Geoffrey Gonzalez,10
11604,Edgar Sanchez,10
11605,Heidi Subram,8
11606,Melody Ramos,7
11607,Clinton Moreno,7
11608,Cesar Madan,7
11609,Eugene Ye,10
11610,Blake Collins,10
11611,Ernest Lin,7
11612,Keith Andersen,10
11613,Meredith Prasad,8
11614,Katrina Sharma,8
11615,Dwayne Navarro,10
11616,Casey Nath,10
11617,Sean Brooks,4
11618,Brian Ramirez,6
11619,Sierra Young,6
11620,Megan Rodriguez,1
11621,Leah She,1
11622,Gabriel Allen,1
11623,Angela Perry,4
11624,Ryan Smith,4
11625,Zachary Moore,4
11626,Destiny Rogers,4
11627,Dalton Gray,4
11628,Mariah Wood,4
11629,Isaiah Wright,4
11630,Haley Powell,1
11631,Antonio Bennett,6
11632,Alexandra Jenkins,6
11633,Thomas Anderson,1
11634,Samuel Collins,1
11635,Darrell Chande,4
11636,Kimberly Cox,4
11637,Morgan Hernandez,4
11638,Antonio Powell,4
11639,Angelica Perry,4
11640,Chloe Wilson,6
11641,James Chen,6
11642,Morgan Hughes,6
11643,Naomi Munoz,1
11644,Charles Torres,1
11645,Gabriella Turner,1
11646,Anna Foster,1
11647,Randy Wu,6
11648,Kevin Scott,4
11649,Ian White,4
11650,Caleb Hayes,4
11651,Patricia Garcia,6
11652,Samuel Russell,6
11653,Sydney Peterson,1
11654,Ariana Sanchez,4
11655,Tamara Sharma,4
11656,Katelyn Perez,4
11657,Megan Cox,4
11658,Robert Mitchell,4
11659,Miguel Adams,6
11660,Miranda Gonzales,6
11661,Jeremiah James,6
11662,Ethan Kumar,1
11663,Seth Williams,1
11664,Alyssa Morgan,4
11665,Janet Dominguez,4
11666,Angel Baker,4
11667,Blake Moore,1
11668,Jada Collins,4
11669,Isabella Simmons,1
11670,Jacqueline Perry,4
11671,Jessica Brown,4
11672,Chad Jai,4
11673,Susan Ye,1
11674,Morgan Rogers,4
11675,Devin Martinez,1
11676,Alan Hu,3
11677,Charles Walker,6
11678,Johnny Chavez,1
11679,Dalton Richardson,1
11680,Kaylee Nelson,1
11681,Abigail Jones,1
11682,Kaitlyn Hall,1
11683,Greg Taylor,4
11684,Devin Parker,1
11685,Jose Griffin,1
11686,Luke Edwards,4
11687,Cody Torres,4
11688,Victoria Morris,1
11689,Ian Diaz,1
11690,Caroline Butler,1
11691,Kaitlyn Wilson,4
11692,Caleb Gonzales,4
11693,Hailey Diaz,6
11694,Jonathon Ortega,4
11695,Logan Campbell,4
11696,Mackenzie Campbell,1
11697,Eduardo Lee,4
11698,Jackson Wright,6
11699,Chase Peterson,1
11700,Xavier Richardson,4
11701,David Hayes,4
11702,Jenny Zhou,4
11703,Kaylee Baker,4
11704,Evan Hernandez,4
11705,Brooke Richardson,4
11706,Blake Perez,4
11707,Natalie Cook,4
11708,Elizabeth Weisman,4
11709,Hailey Collins,6
11710,Zoe Ramirez,4
11711,Daniel Davis,6
11712,Shelby Rogers,6
11713,Kyle Zhang,1
11714,Alexandria Long,4
11715,Chloe Robinson,4
11716,Evan Kelly,4
11717,Marcus Jones,1
11718,Sarah Jones,1
11719,Blake Green,6
11720,Morgan Morris,4
11721,Jennifer Alexander,4
11722,Julian Hughes,1
11723,Luke Coleman,6
11724,Jason Carter,6
11725,Jose Li,1
11726,Micah Liang,1
11727,Benjamin Taylor,4
11728,Logan White,1
11729,Caleb Campbell,1
11730,Emma Torres,1
11731,Tanya Gill,4
11732,Erick Sanchez,2
11733,Kristi Schmidt,4
11734,Omar Chen,4
11735,Sydney Gray,1
11736,Sebastian Sanchez,4
11737,Megan Martin,4
11738,Elijah Alexander,6
11739,Aaron King,6
11740,Jan Hall,6
11741,Tamara Chander,4
11742,Edward Lewis,4
11743,Chase Kelly,4
11744,Stephanie Campbell,4
11745,Allison Gonzalez,1
11746,Seth Brooks,1
11747,Destiny Davis,1
11748,Blake Hill,6
11749,Eduardo Jackson,9
11750,Latoya She,9
11751,Victoria Gonzales,9
11752,Lauren Bryant,9
11753,Felicia Ortega,9
11754,Janet Ortega,9
11755,Willie Pal,9
11756,Linda Ortega,9
11757,Vincent Cai,9
11758,Colin Yuan,9
11759,Dawn Nath,9
11760,Melody Moreno,9
11761,Edgar Mehta,9
11762,Randall Gomez,9
11763,Ross Fernandez,9
11764,Jessie Ramos,9
11765,Marc Torres,9
11766,Candace Raman,9
11767,Meagan Madan,9
11768,Clayton Nara,9
11769,Haley Hernandez,6
11770,Peter Nara,1
11771,Isaac Rivera,1
11772,Cameron Moore,1
11773,Gavin Diaz,4
11774,Emma Sanchez,4
11775,Sierra Roberts,4
11776,Seth Mitchell,4
11777,Miranda Long,4
11778,Haley Henderson,1
11779,Sarah Jackson,1
11780,Jessica Alexander,1
11781,Carlos Gray,4
11782,Barbara Jai,4
11783,Sara Mitchell,4
11784,Jose Turner,6
11785,Theodore Diaz,1
11786,Ian Murphy,1
11787,Jerry Nath,4
11788,Destiny James,4
11789,Bailey Phillips,4
11790,Timothy Gonzalez,4
11791,Chase Morgan,1
11792,Alexia Perry,4
11793,Xavier Rogers,4
11794,Lauren Ross,4
11795,Nicole Thomas,4
11796,Isabel Jenkins,4
11797,Devin Coleman,4
11798,Brendan Chande,1
11799,Jessie Wang,1
11800,Jennifer Baker,1
11801,Aaron Sharma,1
11802,Madison Taylor,6
11803,Jan Hernandez,1
11804,Haley Turner,1
11805,Richard Green,4
11806,Jennifer Stewart,4
11807,Lucas Baker,4
11808,James Parker,6
11809,Juan Gray,4
11810,Antonio Washington,1
11811,Abigail Brooks,4
11812,Andrew Rodriguez,1
11813,Mary Patterson,1
11814,Dalton Morgan,1
11815,Hannah Patterson,1
11816,Joe Torres,4
11817,Morgan Miller,4
11818,Daniel Garcia,4
11819,Jose Lal,1
11820,Katelyn Lopez,6
11821,Austin Johnson,4
11822,Rohinton Wadia,4
11823,Morgan Turner,6
11824,Jill Martin,6
11825,Aimee She,4
11826,Jessie Alonso,4
11827,Sara Baker,6
11828,Katherine Martinez,1
11829,Sophia Campbell,1
11830,Taylor Garcia,4
11831,Christian Ross,4
11832,Zoe Murphy,1
11833,Oscar Price,6
11834,Fernando Flores,4
11835,Elijah Russell,6
11836,Garrett Travers,1
11837,Haley Alexander,4
11838,Justin Rodriguez,1
11839,Tyler Brown,4
11840,Julian Patterson,4
11841,Sean Nelson,6
11842,Justin Wilson,1
11843,Christy Nara,1
11844,Michele Alvarez,4
11845,Natalie Jones,6
11846,Savannah Reed,4
11847,Cassidy Diaz,1
11848,Joshua Lewis,1
11849,Faith Reed,4
11850,Brooke Ramirez,4
11851,Jada Mitchell,4
11852,Kyle Russell,4
11853,Grace Jones,4
11854,Jason Mitchell,4
11855,Christian Walker,4
11856,Seth Hernandez,1
11857,Isabella Young,1
11858,Jordan Coleman,4
11859,Blake Garcia,1
11860,Nicole Walker,4
11861,Katherine Carter,6
11862,Olivia Peterson,1
11863,Jessica Wood,1
11864,Elizabeth Thompson,1
11865,Chloe Rivera,4
11866,Lucas Scott,4
11867,Nathaniel James,4
11868,Jessica Peterson,6
11869,Kaitlyn Adams,6
11870,Jillian Garcia,1
11871,Dalton Bennett,1
11872,Faith Patterson,4
11873,Ryan Zhang,4
11874,Adrian Bell,4
11875,Jonathan Brown,6
11876,Madison White,4
11877,Alexis Diaz,4
11878,Christine Nara,1
11879,Edgar Sai,1
11880,Melissa Sanchez,1
11881,Richard Mitchell,4
11882,Patrick Stewart,1
11883,Hannah Anderson,1
11884,Latoya Shen,1
11885,Kurt Sharma,4
11886,Katelyn Parker,4
11887,Joseph White,4
11888,Aaron Ross,6
11889,Blake Patterson,1
11890,Whitney Lopez,4
11891,Jamie Liang,4
11892,Julio Ortega,9
11893,Orlando Carlson,9
11894,Ann Gonzalez,9
11895,Dustin Chander,9
11896,Frank Carlson,9
11897,Orlando Ashe,9
11898,Angela Henderson,9
11899,Brenda Perez,9
11900,Byron Carlson,9
11901,Stacy Alvarez,9
11902,Drew Pal,9
11903,Kate Raji,9
11904,Kaylee Cook,9
11905,Isaiah Ramirez,9
11906,Gabriella Sanders,9
11907,Sarah Garcia,9
11908,Rafael Tang,9
11909,Nichole She,9
11910,Jaclyn Zheng,9
11911,Rachael Kapoor,9
11912,Rachael Sai,9
11913,Rebecca Robinson,9
11914,Meagan Rana,9
11915,Philip Carlson,9
11916,Joe Rana,9
11917,Roy Sanz,9
11918,Kaylee Hill,9
11919,Warren Andersen,9
11920,Adrienne Gomez,9
11921,Gilbert Zhu,9
11922,James Davis,6
11923,Sarah Bryant,4
11924,Ian Long,4
11925,Ashlee Jai,1
11926,Eduardo Foster,1
11927,Nicole Murphy,1
11928,Isabella Morris,4
11929,Virginia Gonzalez,9
11930,Jaclyn Nara,9
11931,Marcus Adams,4
11932,Elizabeth Coleman,4
11933,Mathew Rubio,1
11934,Justin Shan,1
11935,Jessica Taylor,1
11936,Hunter Clark,1
11937,Devin Perez,1
11938,Seth Alexander,4
11939,Kevin Washington,4
11940,Tyler Miller,4
11941,Adam Roberts,1
11942,George Gonzalez,9
11943,Dawn Huang,9
11944,Rachael Rodriguez,9
11945,Dennis Huang,4
11946,Brandy Saunders,9
11947,Jenny Zheng,9
11948,Tasha Xu,9
11949,Julia Brooks,4
11950,Jordan Carter,4
11951,Lacey Huang,9
11952,Dorothy Robinson,9
11953,Courtney Wright,1
11954,Joseph Garcia,4
11955,Gabriel Green,4
11956,Alexandria Sandberg,4
11957,Courtney Hernandez,1
11958,Dylan Lal,1
11959,Elizabeth Davis,4
11960,Ana Griffin,1
11961,Anne Alvarez,4
11962,Alexandra Roberts,4
11963,Antonio Patterson,9
11964,Sharon Salavaria,9
11965,Katie She,9
11966,Rafael Black,9
11967,Latasha Munoz,9
11968,Kelsey Becker,9
11969,Randy Xu,9
11970,Bailey Collins,1
11971,Amanda Adams,4
11972,Katherine Williams,1
11973,Caroline Barnes,1
11974,Randy Sun,4
11975,Destiny Garcia,4
11976,Audrey Ramos,9
11977,Bonnie Jai,9
11978,Jackson Washington,4
11979,Christopher Johnson,6
11980,Kimberly Richardson,4
11981,Alexandria Howard,1
11982,Alexandra Foster,4
11983,Cheryl Ortega,4
11984,Alex Campbell,6
11985,Melanie Hughes,1
11986,Max Alvarez,9
11987,Diane Vazquez,9
11988,Kathryn Chapman,9
11989,Kara Anand,9
11990,Joanna Vazquez,9
11991,Frederick Martinez,9
11992,Tonya Chande,9
11993,Rosa Wang,9
11994,Leah Hu,9
11995,Kelvin Carson,9
11996,Veronica Srini,9
11997,Kristina Kapoor,9
11998,Donna Sharma,9
11999,Johnny Shan,9
12000,Ashley Russell,9
12001,Shannon Yang,9
12002,Adriana Lopez,9
12003,Audrey Munoz,9
12004,Jarrod Suri,9
12005,Gilbert Shen,9
12006,Richard Blue,9
12007,Shannon Sun,9
12008,Sharon Yuan,9
12009,Ann Martinez,9
12010,Max Serrano,9
12011,Morgan Johnson,9
12012,Monica Schmidt,9
12013,Kayla Lewis,9
12014,Devin Sanders,9
12015,Jacob White,4
12016,Meredith Serrano,4
12017,David Simmons,6
12018,Devin Henderson,4
12019,Gabrielle Cox,4
12020,Olivia Rogers,6
12021,Deborah Yuan,9
12022,Jose Wright,1
12023,Fernando Johnson,4
12024,Samuel Edwards,1
12025,Logan Diaz,1
12026,Lucas Flores,4
12027,Haley Wood,1
12028,Sarah Lewis,4
12029,Damien Hu,4
12030,Ana Washington,1
12031,Logan Jai,6
12032,Tyler Taylor,6
12033,Kristen Guo,1
12034,Julian Long,9
12035,Gerald Prasad,9
12036,Summer Lopez,9
12037,Patricia Chapman,9
12038,George Vance,9
12039,Ricardo Nath,9
12040,Richard Torres,4
12041,Seth Martin,1
12042,Alex Carter,1
12043,Carson Patterson,4
12044,Madeline Lopez,4
12045,Luis Russell,4
